weather,282,10.0.0.2,1644644357.7689273,0,10.0.0.10,1644644357.7709284
light,439,10.0.0.2,1644644357.7690973,0,10.0.0.10,1644644357.7711751
weather,436,10.0.0.2,1644644357.7691448,0,10.0.0.10,1644644357.7712574
weather,358,10.0.0.2,1644644357.769216,0,10.0.0.10,1644644357.7713249
location,364,10.0.0.2,1644644357.769286,0,10.0.0.10,1644644357.771392
altitude,498,10.0.0.2,1644644357.7693174,0,10.0.0.10,1644644357.7714539
altitude,186,10.0.0.2,1644644357.7693841,0,10.0.0.10,1644644357.7715147
weather,52,10.0.0.2,1644644357.7694135,0,10.0.0.10,1644644357.7715747
altitude,225,10.0.0.2,1644644357.7694747,0,10.0.0.10,1644644357.7716336
weather,154,10.0.0.2,1644644357.769504,0,10.0.0.10,1644644357.7716925
weather,77,10.0.0.2,1644644357.7695632,0,10.0.0.10,1644644357.7717507
location,74,10.0.0.2,1644644357.769595,0,10.0.0.10,1644644357.7718089
weather,70,10.0.0.2,1644644357.7696257,0,10.0.0.10,1644644357.7718673
location,56,10.0.0.2,1644644357.7696579,0,10.0.0.10,1644644357.7719257
altitude,318,10.0.0.2,1644644357.7697163,0,10.0.0.10,1644644357.7719839
weather,397,10.0.0.2,1644644357.7697446,0,10.0.0.10,1644644357.7720416
weather,220,10.0.0.2,1644644357.7697742,0,10.0.0.10,1644644357.7720995
light,219,10.0.0.2,1644644357.769805,0,10.0.0.10,1644644357.7721577
weather,386,10.0.0.2,1644644357.76993,0,10.0.0.10,1644644357.7722156
altitude,271,10.0.0.2,1644644357.769961,0,10.0.0.10,1644644357.772323
light,267,10.0.0.2,1644644357.7700243,0,10.0.0.10,1644644357.77239
light,213,10.0.0.2,1644644357.7700868,0,10.0.0.10,1644644357.7724504
location,199,10.0.0.2,1644644357.7702715,0,10.0.0.10,1644644357.7725105
light,486,10.0.0.2,1644644357.7703042,0,10.0.0.10,1644644357.7725697
weather,263,10.0.0.2,1644644357.7703357,0,10.0.0.10,1644644357.772629
weather,282,10.0.0.2,1644644357.7689273,0,10.0.0.7,1644644357.772827
light,439,10.0.0.2,1644644357.7690973,0,10.0.0.7,1644644357.7729964
weather,436,10.0.0.2,1644644357.7691448,0,10.0.0.7,1644644357.773067
weather,358,10.0.0.2,1644644357.769216,0,10.0.0.7,1644644357.773131
location,364,10.0.0.2,1644644357.769286,0,10.0.0.7,1644644357.7731926
weather,52,10.0.0.2,1644644357.7694135,0,10.0.0.7,1644644357.7732522
weather,154,10.0.0.2,1644644357.769504,0,10.0.0.7,1644644357.773316
weather,77,10.0.0.2,1644644357.7695632,0,10.0.0.7,1644644357.7733765
location,74,10.0.0.2,1644644357.769595,0,10.0.0.7,1644644357.773437
weather,70,10.0.0.2,1644644357.7696257,0,10.0.0.7,1644644357.773541
location,56,10.0.0.2,1644644357.7696579,0,10.0.0.7,1644644357.7736056
weather,397,10.0.0.2,1644644357.7697446,0,10.0.0.7,1644644357.7736666
weather,220,10.0.0.2,1644644357.7697742,0,10.0.0.7,1644644357.7737255
light,219,10.0.0.2,1644644357.769805,0,10.0.0.7,1644644357.7738223
weather,386,10.0.0.2,1644644357.76993,0,10.0.0.7,1644644357.773891
weather,282,10.0.0.2,1644644357.7689273,0,10.0.0.8,1644644357.7741063
weather,436,10.0.0.2,1644644357.7691448,0,10.0.0.8,1644644357.774312
sound,443,10.0.0.2,1644644357.7691827,0,10.0.0.8,1644644357.7743883
weather,358,10.0.0.2,1644644357.769216,0,10.0.0.8,1644644357.7744558
sound,459,10.0.0.2,1644644357.7692525,0,10.0.0.8,1644644357.774526
temperature,411,10.0.0.3,1644644357.7709694,0,10.0.0.8,1644644357.7746196
location,364,10.0.0.2,1644644357.769286,0,10.0.0.8,1644644357.7747533
temperature,441,10.0.0.3,1644644357.7710867,0,10.0.0.8,1644644357.7748146
weather,52,10.0.0.2,1644644357.7694135,0,10.0.0.8,1644644357.7748802
temperature,153,10.0.0.3,1644644357.7711325,0,10.0.0.8,1644644357.774937
weather,154,10.0.0.2,1644644357.769504,0,10.0.0.8,1644644357.7750194
temperature,344,10.0.0.3,1644644357.7711678,0,10.0.0.8,1644644357.7751193
sound,57,10.0.0.2,1644644357.7695339,0,10.0.0.8,1644644357.7751837
temperature,193,10.0.0.3,1644644357.7712007,0,10.0.0.8,1644644357.7752357
weather,77,10.0.0.2,1644644357.7695632,0,10.0.0.8,1644644357.7752962
light,267,10.0.0.2,1644644357.7700243,0,10.0.0.7,1644644357.773952
temperature,292,10.0.0.3,1644644357.7712312,0,10.0.0.8,1644644357.7753847
location,74,10.0.0.2,1644644357.769595,0,10.0.0.8,1644644357.7754574
light,213,10.0.0.2,1644644357.7700868,0,10.0.0.7,1644644357.7754724
temperature,314,10.0.0.3,1644644357.7712624,0,10.0.0.8,1644644357.7755184
location,199,10.0.0.2,1644644357.7702715,0,10.0.0.7,1644644357.77556
weather,70,10.0.0.2,1644644357.7696257,0,10.0.0.8,1644644357.775584
light,486,10.0.0.2,1644644357.7703042,0,10.0.0.7,1644644357.7756314
temperature,63,10.0.0.3,1644644357.7712915,0,10.0.0.8,1644644357.775635
weather,263,10.0.0.2,1644644357.7703357,0,10.0.0.7,1644644357.7756972
location,56,10.0.0.2,1644644357.7696579,0,10.0.0.8,1644644357.7756991
temperature,359,10.0.0.3,1644644357.7713199,0,10.0.0.8,1644644357.7757518
weather,208,10.0.0.2,1644644357.7704065,0,10.0.0.7,1644644357.7757592
weather,397,10.0.0.2,1644644357.7697446,0,10.0.0.8,1644644357.7758136
