temperature,333,10.0.0.2,1644556239.4876418,0,10.0.0.11,1644556239.5086353
weather,460,10.0.0.2,1644556239.4880905,0,10.0.0.7,1644556239.5100846
weather,460,10.0.0.2,1644556239.4880905,0,10.0.0.11,1644556239.5104926
altitude,362,10.0.0.2,1644556239.4882283,0,10.0.0.7,1644556239.5105429
pressure,480,10.0.0.2,1644556239.4881804,0,10.0.0.11,1644556239.5106173
altitude,473,10.0.0.2,1644556239.4884143,0,10.0.0.7,1644556239.5106485
altitude,362,10.0.0.2,1644556239.4882283,0,10.0.0.11,1644556239.5107067
altitude,29,10.0.0.2,1644556239.4886932,0,10.0.0.7,1644556239.5108302
weather,353,10.0.0.2,1644556239.4887717,0,10.0.0.7,1644556239.5109365
altitude,473,10.0.0.2,1644556239.4884143,0,10.0.0.11,1644556239.5109348
altitude,393,10.0.0.2,1644556239.488809,0,10.0.0.7,1644556239.511062
sound,238,10.0.0.2,1644556239.4884675,0,10.0.0.11,1644556239.511121
sound,285,10.0.0.2,1644556239.4885218,0,10.0.0.11,1644556239.5113673
temperature,481,10.0.0.2,1644556239.4885669,0,10.0.0.11,1644556239.5114539
pressure,317,10.0.0.2,1644556239.4886134,0,10.0.0.11,1644556239.511529
weather,460,10.0.0.2,1644556239.4880905,0,10.0.0.8,1644556239.5114334
sound,433,10.0.0.2,1644556239.4886508,0,10.0.0.11,1644556239.5116062
altitude,29,10.0.0.2,1644556239.4886932,0,10.0.0.11,1644556239.5116756
weather,353,10.0.0.2,1644556239.4887717,0,10.0.0.8,1644556239.5116782
weather,437,10.0.0.2,1644556239.4888897,0,10.0.0.8,1644556239.5119636
location,239,10.0.0.2,1644556239.48873,0,10.0.0.11,1644556239.5119617
weather,344,10.0.0.2,1644556239.4891577,0,10.0.0.8,1644556239.5121636
weather,353,10.0.0.2,1644556239.4887717,0,10.0.0.11,1644556239.5123646
weather,291,10.0.0.2,1644556239.489236,0,10.0.0.8,1644556239.512661
altitude,393,10.0.0.2,1644556239.488809,0,10.0.0.11,1644556239.5129519
weather,43,10.0.0.2,1644556239.4895012,0,10.0.0.8,1644556239.5130076
weather,20,10.0.0.2,1644556239.4895957,0,10.0.0.8,1644556239.5131125
weather,473,10.0.0.2,1644556239.489675,0,10.0.0.8,1644556239.5131893
weather,376,10.0.0.2,1644556239.4898813,0,10.0.0.8,1644556239.5132575
sound,238,10.0.0.2,1644556239.4884675,0,10.0.0.10,1644556239.513199
weather,326,10.0.0.2,1644556239.4904065,0,10.0.0.8,1644556239.5133219
sound,285,10.0.0.2,1644556239.4885218,0,10.0.0.10,1644556239.5133896
sound,433,10.0.0.2,1644556239.4886508,0,10.0.0.10,1644556239.51347
location,239,10.0.0.2,1644556239.48873,0,10.0.0.10,1644556239.513552
weather,460,10.0.0.2,1644556239.4880905,0,10.0.0.9,1644556239.5137067
location,341,10.0.0.2,1644556239.488927,0,10.0.0.10,1644556239.5137718
location,101,10.0.0.2,1644556239.4891164,0,10.0.0.10,1644556239.5139832
weather,353,10.0.0.2,1644556239.4887717,0,10.0.0.9,1644556239.513986
location,467,10.0.0.2,1644556239.489195,0,10.0.0.10,1644556239.5140622
weather,437,10.0.0.2,1644556239.4888897,0,10.0.0.9,1644556239.5140688
sound,233,10.0.0.2,1644556239.4894652,0,10.0.0.10,1644556239.5141785
humidity,186,10.0.0.2,1644556239.4890807,0,10.0.0.9,1644556239.514253
location,9,10.0.0.2,1644556239.489544,0,10.0.0.10,1644556239.5142891
weather,344,10.0.0.2,1644556239.4891577,0,10.0.0.9,1644556239.5143313
location,409,10.0.0.2,1644556239.4897993,0,10.0.0.10,1644556239.5143585
weather,291,10.0.0.2,1644556239.489236,0,10.0.0.9,1644556239.5144508
humidity,215,10.0.0.2,1644556239.4892728,0,10.0.0.9,1644556239.514566
weather,43,10.0.0.2,1644556239.4895012,0,10.0.0.9,1644556239.5146387
location,471,10.0.0.2,1644556239.4899197,0,10.0.0.10,1644556239.514681
weather,20,10.0.0.2,1644556239.4895957,0,10.0.0.9,1644556239.514786
location,182,10.0.0.2,1644556239.4900372,0,10.0.0.10,1644556239.514812
weather,473,10.0.0.2,1644556239.489675,0,10.0.0.9,1644556239.514862
location,179,10.0.0.2,1644556239.490232,0,10.0.0.10,1644556239.5148854
location,19,10.0.0.2,1644556239.4902854,0,10.0.0.10,1644556239.514962
location,305,10.0.0.2,1644556239.4908226,0,10.0.0.10,1644556239.5151103
weather,437,10.0.0.2,1644556239.4888897,0,10.0.0.7,1644556239.5151286
sound,295,10.0.0.2,1644556239.4909785,0,10.0.0.10,1644556239.515184
altitude,196,10.0.0.2,1644556239.4890397,0,10.0.0.7,1644556239.515242
location,325,10.0.0.2,1644556239.4910147,0,10.0.0.10,1644556239.5152485
location,335,10.0.0.2,1644556239.4912097,0,10.0.0.10,1644556239.5153236
weather,344,10.0.0.2,1644556239.4891577,0,10.0.0.7,1644556239.5153263
location,469,10.0.0.2,1644556239.4912517,0,10.0.0.10,1644556239.5154245
weather,291,10.0.0.2,1644556239.489236,0,10.0.0.7,1644556239.5154417
location,52,10.0.0.2,1644556239.4913287,0,10.0.0.10,1644556239.5155005
pressure,364,10.0.0.2,1644556239.4888465,0,10.0.0.11,1644556239.515563
sound,469,10.0.0.2,1644556239.4914653,0,10.0.0.10,1644556239.5155952
weather,437,10.0.0.2,1644556239.4888897,0,10.0.0.11,1644556239.5156677
location,341,10.0.0.2,1644556239.488927,0,10.0.0.11,1644556239.5157495
sound,342,10.0.0.2,1644556239.4916234,0,10.0.0.10,1644556239.5157588
sound,251,10.0.0.2,1644556239.4931028,0,10.0.0.10,1644556239.5158873
weather,376,10.0.0.2,1644556239.4898813,0,10.0.0.9,1644556239.5526783
weather,326,10.0.0.2,1644556239.4904065,0,10.0.0.9,1644556239.5530589
weather,157,10.0.0.2,1644556239.4905374,0,10.0.0.9,1644556239.5532408
weather,53,10.0.0.2,1644556239.4905748,0,10.0.0.9,1644556239.55333
humidity,24,10.0.0.2,1644556239.490653,0,10.0.0.9,1644556239.553407
weather,487,10.0.0.2,1644556239.4907384,0,10.0.0.9,1644556239.5534756
weather,43,10.0.0.2,1644556239.4895012,0,10.0.0.7,1644556239.553486
weather,122,10.0.0.2,1644556239.490935,0,10.0.0.9,1644556239.5535407
weather,259,10.0.0.2,1644556239.4911194,0,10.0.0.9,1644556239.553653
weather,20,10.0.0.2,1644556239.4895957,0,10.0.0.7,1644556239.553662
